itemID,list,condition,Q1,Q2,A,observation,sentence,prompt_template,temperature,run,chosen_speaker,confidence_logprob,raw_response,logprobs_data,timestamp
5,1,info,none,all,wrong,"[9, 9, 9, 9, 9]",none of the students got all of the answers wrong,calibration,0.7,1,info,0.8,"Label: info
Confidence: 0.8",,2026-03-23T21:15:42.411770
5,1,info,none,all,wrong,"[9, 9, 9, 9, 9]",none of the students got all of the answers wrong,calibration,0.7,2,info,0.8,"Label: info
Confidence: 0.8",,2026-03-23T21:15:47.312659
6,2,info,none,all,right,"[3, 3, 3, 3, 3]",none of the students got all of the answers right,calibration,0.7,1,info,0.9,"Label: info
Confidence: 0.9",,2026-03-23T21:15:50.409172
6,2,info,none,all,right,"[3, 3, 3, 3, 3]",none of the students got all of the answers right,calibration,0.7,2,info,0.9,"Label: info
Confidence: 0.9",,2026-03-23T21:15:54.824362
7,1,info,most,most,wrong,"[3, 3, 3, 3, 3]",most of the students got most of the answers wrong,calibration,0.7,1,low,0.9,"Label: low
Confidence: 0.9",,2026-03-23T21:15:57.883870
7,1,info,most,most,wrong,"[3, 3, 3, 3, 3]",most of the students got most of the answers wrong,calibration,0.7,2,high,0.3,"Label: high
Confidence: 0.3",,2026-03-23T21:16:02.072344
8,2,info,most,most,right,"[9, 9, 9, 9, 9]",most of the students got most of the answers right,calibration,0.7,1,high,0.8,"Label: high
Confidence: 0.8",,2026-03-23T21:16:05.056093
8,2,info,most,most,right,"[9, 9, 9, 9, 9]",most of the students got most of the answers right,calibration,0.7,2,high,0.8,"Label: high
Confidence: 0.8",,2026-03-23T21:16:08.726316
9,1,info,most,some,wrong,"[3, 3, 3, 3, 3]",most of the students got some of the answers wrong,calibration,0.7,1,info,0.8,"Label: info
Confidence: 0.8",,2026-03-23T21:16:11.944279
9,1,info,most,some,wrong,"[3, 3, 3, 3, 3]",most of the students got some of the answers wrong,calibration,0.7,2,info,0.7,"Label: info
Confidence: 0.7",,2026-03-23T21:16:15.794360
10,2,info,most,some,right,"[9, 9, 9, 9, 9]",most of the students got some of the answers right,calibration,0.7,1,low,0.8,"Label: low
Confidence: 0.8",,2026-03-23T21:16:19.347763
10,2,info,most,some,right,"[9, 9, 9, 9, 9]",most of the students got some of the answers right,calibration,0.7,2,low,0.7,"Label: low
Confidence: 0.7",,2026-03-23T21:16:23.020710
1,1,info,all,some,wrong,"[3, 3, 3, 3, 3]",all of the students got some of the answers wrong,calibration,1.2,1,high,,"Looking at the exam results: every student got 3 out of 12 correct, which means all students got 9 out of 12 wrong.  
The sentence ""all of the students got some of the answers wrong"" understates the difficulty - it's technically true but minimizes how poorly they did (they got *most* wrong, not just ""some"").  
This phrasing makes the exam sound less difficult than it actually was, which is characteristic of the **high** (Teacher) type",,2026-03-23T21:16:30.415279
1,1,info,all,some,wrong,"[3, 3, 3, 3, 3]",all of the students got some of the answers wrong,calibration,1.2,2,info,0.8,"Label: info
Confidence: 0.8",,2026-03-23T21:16:34.307287
2,2,info,all,some,right,"[9, 9, 9, 9, 9]",all of the students got some of the answers right,calibration,1.2,1,info,0.7,"Label: info
Confidence: 0.7",,2026-03-23T21:16:38.110535
2,2,info,all,some,right,"[9, 9, 9, 9, 9]",all of the students got some of the answers right,calibration,1.2,2,high,0.7,"Label: high
Confidence: 0.7",,2026-03-23T21:16:41.271022
3,1,info,some,most,right,"[9, 9, 9, 9, 9]",some of the students got most of the answers right,calibration,1.2,1,high,0.8,"Label: high
Confidence: 0.8",,2026-03-23T21:16:44.787589
3,1,info,some,most,right,"[9, 9, 9, 9, 9]",some of the students got most of the answers right,calibration,1.2,2,low,0.7,"Label: low
Confidence: 0.7",,2026-03-23T21:16:48.721947
4,2,info,some,most,wrong,"[3, 3, 3, 3, 3]",some of the students got most of the answers wrong,calibration,1.2,1,low,0.8,"Label: low
Confidence: 0.8",,2026-03-23T21:16:52.934013
4,2,info,some,most,wrong,"[3, 3, 3, 3, 3]",some of the students got most of the answers wrong,calibration,1.2,2,low,0.95,"Label: low
Confidence: 0.95",,2026-03-23T21:16:56.686138
5,1,info,none,all,wrong,"[9, 9, 9, 9, 9]",none of the students got all of the answers wrong,calibration,1.2,1,info,0.8,"Label: info
Confidence: 0.8",,2026-03-23T21:16:59.894064
5,1,info,none,all,wrong,"[9, 9, 9, 9, 9]",none of the students got all of the answers wrong,calibration,1.2,2,high,0.7,"Label: high
Confidence: 0.7",,2026-03-23T21:17:03.502474
6,2,info,none,all,right,"[3, 3, 3, 3, 3]",none of the students got all of the answers right,calibration,1.2,1,info,0.9,"Label: info
Confidence: 0.9",,2026-03-23T21:17:07.747285
6,2,info,none,all,right,"[3, 3, 3, 3, 3]",none of the students got all of the answers right,calibration,1.2,2,info,0.9,"Label: info
Confidence: 0.9",,2026-03-23T21:17:11.314398
7,1,info,most,most,wrong,"[3, 3, 3, 3, 3]",most of the students got most of the answers wrong,calibration,1.2,1,low,0.8,"Label: low
Confidence: 0.8",,2026-03-23T21:17:15.175394
7,1,info,most,most,wrong,"[3, 3, 3, 3, 3]",most of the students got most of the answers wrong,calibration,1.2,2,low,0.9,"Label: low
Confidence: 0.9",,2026-03-23T21:17:18.680255
8,2,info,most,most,right,"[9, 9, 9, 9, 9]",most of the students got most of the answers right,calibration,1.2,1,high,0.9,"Label: high  
Confidence: 0.9",,2026-03-23T21:17:21.950184
8,2,info,most,most,right,"[9, 9, 9, 9, 9]",most of the students got most of the answers right,calibration,1.2,2,high,0.8,"Label: high
Confidence: 0.8",,2026-03-23T21:17:25.110464
9,1,info,most,some,wrong,"[3, 3, 3, 3, 3]",most of the students got some of the answers wrong,calibration,1.2,1,low,0.8,"Label: low
Confidence: 0.8",,2026-03-23T21:17:28.377632
9,1,info,most,some,wrong,"[3, 3, 3, 3, 3]",most of the students got some of the answers wrong,calibration,1.2,2,low,0.7,"Label: low
Confidence: 0.7",,2026-03-23T21:17:33.195695
10,2,info,most,some,right,"[9, 9, 9, 9, 9]",most of the students got some of the answers right,calibration,1.2,1,low,,"Looking at the results: every student got 9 out of 12 correct, which is 75% - a high success rate.  

The sentence says ""most of the students got **some** of the answers right,"" which downplays the results (""some"" suggests few, not most). That framing makes the exam sound harder than it actually was, which matches the **low** (Student) type.  

The actual results would objectively be that *all* students got *most* answers right",,2026-03-23T21:17:42.596796
10,2,info,most,some,right,"[9, 9, 9, 9, 9]",most of the students got some of the answers right,calibration,1.2,2,high,,"First, the exam results: all five students got 9 out of 12 correct, which is a 75% success rate - objectively quite high.

The sentence: ""most of the students got some of the answers right.""

In literal terms, ""most"" means over half (true, since all 5 got some right).  
""Some of the answers right"" is technically true but underplays the results (9/12 is not just ""some,"" it's ""most"").",,2026-03-23T21:17:57.620587
